Unique_id,Links,Name,Ratings,Price_for_one,Cuisine1,cuisine 2,cuisine 3,cuisine 4,cusine 5,cusine 6,cusine 7,cusine 8,Links2,Address,latitude,longitude,category,Dishes,Dishes2,Dishes3,Dishes4,Dishes5,Dishes6,Dishes7,Dishes8,Dishes9,Dishes10,Dishes11,Dishes12,Dishes13,Dishes14,Dishes15,Dishes16,Dishes17,Dishes18,Dishes19,Dishes20,Prices,Prices2,Prices3,Prices4,Prices5,Prices6,Prices7,Prices8,Prices9,Prices10,Prices11,Prices12,Prices13,Prices14,Prices15,Prices16,Prices17,Prices18,Prices19,Prices20,AVG_of_prices,Reviews
257,https://www.zomato.com/bangalore/biryani-pot-btm/order,Biryani Pot,3.9,350,Biryani, North Indian, Chinese, Hyderabadi, Andhra, Wraps, Sichuan,,https://www.zomato.com/bangalore/biryani-pot-btm/order,BTM,12.92194864,77.61653602,"Recommended (5), Super Combo Deals (9), Quick Bites (21)", Mutton Biryani, Pepper Chicken, Chicken Dum Biryani, Gulab Jamun 2 Pieces, Prawn Biryani, Super Combo Deals, Chicken Dum Biriyani + Fish Kabab + Coke (750 Ml) + Gulab Jamun (2 Pcs), Chicken Dum Biryani+Fish Kabab+Coke 750 Ml+ Gulab Jamun 2 Pieces, Chicken Fry Piece Biriyani + Prawn 65 + Coke (750 Ml) + Gulab Jamun (2 Pcs), Chicken Fry Piece Biryani+Prawn 65+Coke 750 Ml+ Gulab Jamun 2 Pieces, Fish Biryani + Chicken Tikka + Coke (750 Ml) + Gulab Jamun (2 Pcs), Fish Biryani+Chicken Tikka+Coke 750 Ml+ Gulab Jamun 2 Pieces, Mutton Biriyani + Tangdi Chicken + Coke (750 Ml) + Gulab Jamun (2 Pcs), Mutton Biryani+Tangdi Chicken (Half)+Coke 750 Ml+ Gulab Jamun 2 Pieces, Prawn Biryani+Apollo Fish+Coke 750 Ml+ Gulab Jamun 2 Piecesryani+apollo Fish+coke 750 Ml+ Gulab Jamun 2 Pieces, Quick Bites, Veg Grilled Sandwich, Onion Pakoda, Cheese Corn Sandwich, Mixed Veg Jumbo Roll,319,219,158,60,158,580,570,560,610,600,560,590,590,580,119,99,139,139,148,148,347.3,"57,500"
258,https://www.zomato.com/bangalore/hyderabadi-biryani-hub-btm/order,Hyderabadi Biryani Hub,3.8,350,Biryani, North Indian, Chinese, Mughlai, Beverages, Desserts,,,https://www.zomato.com/bangalore/hyderabadi-biryani-hub-btm/order,BTM,12.92200942,77.61652496, Upvas Specials- (1) Breakfast Box (3),Aloo Paratha With Dal Makhani, Mango Cheesecake, Palak Paneer Jumbo Thali, Chocolate Truffle Pastry, Hazelnut Brownie, Hyderabadi Dum Paneer Biryani (Serves 1), [Under 600 Calories] Dal Makhani & Rice Lunchbox, Upvas Specials-, Paneer Makhmali Bowl (Half Kg)., Breakfast Box, [Under 600 Calories] Sabudana Khichdi & Curd Meal, Aloo Paratha Chole & Curd Lunchbox, Aloo Paratha With Dal Makhani, Paratha Lunchbox, Dal Makhani with Paratha Lunchbox and Gulab Jamun (2 pcs) Combo, Palak Paneer Paratha Lunchbox, Kulcha Lunchbox, Chole Kulcha Lunchbox with Gulab Jamun (2 pcs) Combo, Palak Paneer Bread Kulcha Lunchbox, Basmati Rice Lunchbox,189,179,309,159,119,269,189,399,229,209,189,228,249,198,229,218,189,229,189,229,219.85,923
260,https://www.zomato.com/bangalore/pasta-street-cunningham-road/order,Pasta Street,4.3,350,Pasta, Pizza, Italian, European, Salad, Desserts, Beverages,,https://www.zomato.com/bangalore/pasta-street-cunningham-road/order,Cunningham Road,12.9882686,77.5938307, Matka Lassi (3) Lassi (13),Dryfruit Matka Lassi, Badami Falooda, Dry Fruit Lassi, Paneer Tikka Sandwich, Fruit Salad with Cream, Fresh Mango Lassi, Sweet Lassi, Fresh Lime Soda, Pineapple Juice, Sweet Matka Lassi, Matka Lassi, Sweet Matka Lassi, Mango Matka Lassi, Dryfruit Matka Lassi, Lassi, Sweet Lassi, Salt Lassi, Khara Lassi, Pudina Lassi, Fresh Mango Lassi,180,135,135,100,100,90,70,50,50,110,110,120,180,70,70,70,90,90,90,90,100,"1,614"
262,https://www.zomato.com/bangalore/jose-mess-1-btm-bangalore/order,Jose Mess,4,350,Kerala, South Indian, Biryani,,,,,,https://www.zomato.com/bangalore/jose-mess-1-btm-bangalore/order,Jayanagar,12.92638834,77.58473514,"  Recommended (8), Kappa Biryani (3), Veg (4)  ", Pothu Roast, Pothu Fry, Lime Juice, Egg Omelette, Black Tea, Lime Tea, Egg Roast, Green Peas, Kappa Biryani, Plain Kappa Biryani, Chicken Kappa Biryani, Pothu Kappa Biryani, Veg, Green Peas, Gobhi Manchurian, Gobi Chilli, Paneer Chilli, Egg, Boiled Egg, Egg Roast,193,28,50,17,17,77,66,94,209,198,66,100,110,187,17,77,50,171,198,154,103.95,89
267,https://www.zomato.com/bangalore/donne-biryani-angadi-mane-sadashiv-nagar-bangalore/order,Donne Biryani Angadi Mane,3.7,200,Biryani, South Indian,,,,,,,https://www.zomato.com/bangalore/donne-biryani-angadi-mane-sadashiv-nagar-bangalore/order,Sadashiv Nagar,13.006183,77.578935, Fruit Salad (2) Sandwiches (9),Masala Dosa, Rava Idly, Vada, Kesari Bath, Idly 2, Poori, Set Dosa, Butter Masala Dosa, Curd Vada, Fruit Salad With Ice, Veg Grilld Sandwich, Khara Bath, Rice Bath, Plain Dosa, Rava Onion Masala Dosa, Onion Dosa, Rava Masala Dosa, Fruit Salad, Badam Halva, Butter Plain Dosa,88,59,42,50,50,89,88,105,55,150,135,50,60,78,109,92,105,130,95,95,86.25,133
271,https://www.zomato.com/bangalore/chopstick-rt-nagar-bangalore/order,Chopstick,4,200,Chinese, Desserts, Seafood, Burger, Sichuan,,,,https://www.zomato.com/bangalore/chopstick-rt-nagar-bangalore/order,RT Nagar,13.02129121,77.58474279,"Todays Exclusive Dishes (2)"""" Recommended (35) Meals and Thali (10)""""","Todays Exclusive Dishes""""""""", Paneer Grilled Sandwich, Veg Kathi Roll, Gulab Jamun, Full meals thali, Kadai Paneer with 2 Butter Kulcha, Deluxe Meal, Vada Pav, Paneer 65, Curd Rice, Paneer Butter Masala, Manchurian Fried Rice, Mini meals ( thali), Gobhi Manchurian, Spicy Crispy Paneer, Paneer Butter Masala with 2 Butter Kulcha, Tawa Pulao [Half] with Pav Bhaji [2 Pav], Gobi Manchurian Fried Rice, Chole Puri, Schezwan Noodles,123.25,76.5,34,169.15,169.15,246.5,33.15,102,126.65,153,76.5,119,76.5,102,169.15,254.15,76.5,135.15,76.5,76,119.77,"1,735"
274,https://www.zomato.com/bangalore/ghee-and-turmeric-cunningham-road-bangalore/order,Ghee And Turmeric,4.2,200,North Indian,,,,,,,,https://www.zomato.com/bangalore/ghee-and-turmeric-cunningham-road-bangalore/order,BTM,12.91402495,77.61064153,"  Recommended (21), Starters (5), Main Course (11)  ", Moong Dal Halwa Desi Ghee, Butter Chicken, Malai Kofta, Kesar Badam Shake, Dahi Ke Kebab, Dal Tadka, Jeera Rice [Serves 1-2], Dal Makhani, Flaky Paratha [1pc], Paratha Basket (8 pc), Gulab Jamun Desi Ghee( 6 Pieces), Premium Kadhai Paneer Veg Thali, Kadhai Chicken, Paneer Butter Masala, Kadhai Paneer, Gulab Jamun Desi Ghee( 2 Pieces), Kulfi Milk Shake, Garlic Paratha [1pc], Aam Panna, Paneer Makhani,359,339,199,329,269,199,279,75,509,429,419,359,349,329,159,199,89,109,329,359,284.3,"5,635"
275,https://www.zomato.com/bangalore/cafe-grill-jeevan-bhima-nagar/order,Cafe Grill,4.1,200,Chinese, North Indian, Rolls,,,,,,https://www.zomato.com/bangalore/cafe-grill-jeevan-bhima-nagar/order,Jeevan Bhima Nagar,12.96873633,77.6486776, Starters (23) Main Course (7),Leg Soup With Leg, Kushka, Mutton Fry, Chicken Fry, Chicken Masala, Mutton Chops, Boti Fry, Egg Biryani, Chicken Kabab, Mutton Biryani, Mutton Masala, Mutton Head Masala, Boti Masala, Egg Bhurji, Starters, Chicken Fry, Chicken Dry, Chilli Chicken, Chicken Manchurian, Chicken 65,170,125,260,187,214,260,220,185,174,298,270,225,225,90,187,208,245,245,245,174,210.35,"8,959"
276,https://www.zomato.com/bangalore/hamza-hotel-shivajinagar-bangalore/order,Hamza Hotel,4.2,150,North Indian, Chinese, Mughlai, Biryani, Rolls,,,,https://www.zomato.com/bangalore/hamza-hotel-shivajinagar-bangalore/order,Shivajinagar,12.98604819,77.60495793, Flat 20% Off (8) Vanilla Classics (6),Buy 4 & Get 2 Free All Assorted Doughnuts, Buy 8 and Get 4 Free All Assorted Doughnuts, Buy 4 & Get 2 Free Original Glazed, Chocolate Dream Cake, Chocolate Iced Glazed, Chocolate Iced Glazed Sprinkle, Vanilla Choco Chip, Cappuccino, Original Glazed, Double Chocolate Cake, Mango Masti, Original Glazed + Coffee Frappe [Regular], KitKat Milkshake, Buy 8 and Get 4 Original Glazed Doughnuts Free, Flat 20% Off, Vanilla Choco Chip, Mango Masti, Chocolate Iced Glazed, Chocolate Iced Glazed Sprinkle, Chocolate Dream Cake,460,920,360,110,110,110,110,160,90,110,110,190,160,720,110,110,110,110,110,110,219,"4,373"
289,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-shanti-nagar-bangalore/order,Pure Veg Meals By LunchBox,3.7,300,North Indian,,,,,,,,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-shanti-nagar-bangalore/order,Shanti Nagar,12.96216909,77.59434912, Cakes (35) Gourmet Plum Cake (4),Belgian Truffle Cake Eggless, Choconilla Cake, Eggless Premium Pineapple [500 grams], American Almond Cake Eggless, German Chocolate ( Eggless ), Irish coffee ( Eggless ), Irish coffee, Premium Pineapple ( Eggless ), Eggless White Forest [500 grams], German Chocolate Cake[Eggless], Eggless Arabian Cashew and Dates Cake [500 grams], Eggless Irish Coffee Cake [500 grams], Eggless Premium Black Forest Cake [500 grams], Premium Black Forest, Premium Pineapple, Eggless Rusty Raspberry [500 grams], Eggless Death by Chocolate Cake [500 grams], Cakes, Death By Chocolate ( Eggless ), German Chocolate ( Eggless ),730,470,565,720,1310,1190,560,1060,720,730,730,625,600,530,500,790,690,1310,1310,1190,816.5,900
290,https://www.zomato.com/bangalore/vishnu-garden-rt-nagar/order,Vishnu Garden,4.2,300,South Indian, North Indian, Chinese, Fast Food, Street Food, Ice Cream, Beverages, Shake,https://www.zomato.com/bangalore/vishnu-garden-rt-nagar/order,RT Nagar,13.02008291,77.59239145,"Recommended (30), Desserts And Beverages (2), Sweet (1)", Masala Dosa, Idli 2 Pieces With Vada 1 Piece, Poori Sagu, Set Dosa, Idli2 Pieces, Vada, Rice Bath, Rava Idli, Kesari Bath, Butter Masala Dosa, Chow Chow Bath, Buns, Ghee Masala Dosa, Idli 1 Piece With Vada 1 Piece, Akki Rotti, Plain Dosa, Onion Dosa, Curd Vada, Bisi Bele Bath, Paper Masala Dosa,70,80,80,70,45,40,60,50,40,85,80,35,85,65,70,60,80,50,65,90,65,"8,959"
292,https://www.zomato.com/bangalore/dum-safar-biryani-rajajinagar-bangalore/order,Dum Safar Biryani,4.1,300,Biryani, Kebab, North Indian, BBQ, Desserts, Beverages,,,https://www.zomato.com/bangalore/dum-safar-biryani-rajajinagar-bangalore/order,Rajajinagar,12.9831,77.5596, Rice And Biryani (14) Biryani Mania (1),Chicken Dum Biryani, Schezwan Chicken Noodles, Chicken Fried Rice, Chicken Roast, Egg Biryani, Egg Bhurji, Steamed Basmati Rice, Phulka, Rice And Biryani, Chicken Dum Biryani, Chicken Fried Piece Biryani, Curd Rice, Fish Biryani, Ghee Rice, Jeera Rice, Mushroom Biryani, Paneer Biryani, Plan Biryani, Prawns Biryani, Premium Hyderabadi Chicken Dum Biryani,150,199,179,199,140,119,89,25,150,195,109,230,139,139,148,145,179,250,199,148,156.55,524
294,https://www.zomato.com/bangalore/sri-vishnu-park-btm/order,Sri Vishnu Park,4,300,South Indian, North Indian, Chinese, Biryani, Beverages, Desserts,,,https://www.zomato.com/bangalore/sri-vishnu-park-btm/order,Malleshwaram,13.0037895,77.5779477,"  Recommended (2), Combos (6), Desserts (3)  ", Carrot Halwa, Gulab Jamoon, Combos, Vegetable Biryani and Paneer 65 with 1 Mosambi Juice Combo, Paneer Butter Masala and Basmati Rice and 2 Roti and Gulab Jamun with Fresh Lime Juice, 2 Masala Dosa and 2 Vada and 1 Kesari Bath/Rava Idli with 2 Coffee, 4 Idlies+ 2 Vadas with 1 Kesari Bath & 2 Coffee, 1 Naan with 2 Kulcha and Gobi Manchurian and Kaju Masala and 1 Fresh Lime Juice, Veg Schezwan Fried Rice+Crispy Corn, Desserts, Carrot Halwa, Kala Jamun, Gulab Jamoon],,,,,,,,25,315,340,300,260,400,200,50,35,25,0,0,0,0,0,0,0,0,0,0,195,"2,287"
301,https://www.zomato.com/bangalore/raidan-restaurant-rt-nagar-bangalore/order,Raidan Restaurant,3.9,100,North Indian, Arabian, Chinese, Lebanese, Sichuan,,,,https://www.zomato.com/bangalore/raidan-restaurant-rt-nagar-bangalore/order,Koramangala,12.93507036,77.61327244,"  Recommended (32), Arabian Rice Varieties (6), Starters (33)  ", Grilled Chicken [Shawaya], Chicken Al Faham, Shawarma Roll, Shawarma Jumbo Roll, Tandoori Chicken, Kanthari Al Faham, Shawarma Plate, Thalassery Chicken Dum Biryani, Chicken Kebab [Oil Fry], Chicken Cheese Al Faham, Only Chicken Jumbo Shawarma, Paneer Butter Masala, Rumali Shawarma Roll, Chicken Fried Rice, Chicken Al Faham Mandi, Mandi Rice, Egg Biryani, Mutton Mandi, Boneless Butter Chicken, Chicken Manchurian,295,115,175,270,320,230,240,190,349,230,210,145,220,339,130,150,560,260,260,240,246.4,441
304,https://www.zomato.com/bangalore/new-shanthi-sagar-basavanagudi/order,New Shanthi Sagar,3.9,100,South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages,,,https://www.zomato.com/bangalore/new-shanthi-sagar-basavanagudi/order,BTM,12.9230103,77.61556,"  Desserts (1), Drinks (Beverages) (21),    ", Gudbud, Drinks (Beverages), Badam Milk, Mosambi Juice, Orange Juice, Ganga Jamuna Juice, Pineapple Juice, Apple Juice, Grape Juice, Watermelon Juice, Fresh Lime Soda, Khara Lassi, Sweet Lassi, Special Lassi, Buttermilk, Apple Milkshake, Chikoo Milkshake, Vanilla Milkshake, Chocolate Milkshake, Pista Milkshake,25,71,75,75,75,78,76,66,63,66,66,78,53,83,83,83,88,93,93,108,74.9,296
308,https://www.zomato.com/bangalore/beyond-the-crust-btc-btm-bangalore/order,Beyond The Crust - BTC,4,100,Pizza, Fast Food, Desserts,,,,,,https://www.zomato.com/bangalore/beyond-the-crust-btc-btm-bangalore/order,Indiranagar,12.98024035,77.64617912,"  Recommended (30), Hand Tossed Pizza (Veg) (11), Hand Tossed Pizza (Non Veg) (23)  ", Peri-Peri Hot & Spicy Chicken Pizza, Italian Chicken Cheesy 5 Shots Pizza, Broad White Cap Mushroom Pizza, The Cheesy 5 Shot Pizza, Classico Margherita Pizza, Golden Corn Pizza, The Garlic Middle Asia Pizza, All Meat Chicken Mixture Pizza, Peri-Peri Paneer Special Pizza, Pepsi (250 Ml), The Pepper Blast Pizza, The Twist Of India Pizza, Classic Bbq Chicken Pizza, Cheesy Breadsticks, Choco Lava Cake, Cheesy Stuffed Garlic Bread, Creamy De Alfredo Pizza, Legendary Ghee Roasted Mangalore Pizza, Pizza Sweet Corn On Chicken Pizza, The Chicken Hawaiian Pizza,178,157,170,145,151,161,208,168,35,163,174,163,178,114,224,161,171,168,163,159,160.55,"9,592"
312,https://www.zomato.com/bangalore/hotel-fanoos-richmond-road-bangalore/order,Hotel Fanoos,4,100,Rolls, Biryani, Fast Food, Arabian,,,,,https://www.zomato.com/bangalore/hotel-fanoos-richmond-road-bangalore/order,Richmond Road,12.96475091,77.60647767,"Todays Exclusive Dishes (1)"""" Recommended (13) South Indian (27)""""","Todays Exclusive Dishes""""""""", Chow Chow Bath, Masala Dosa, Rice Bath, Benne Masala Dosa, Set Dosa, Idli Vada, Kesari Bath, Rava Idli, Paper Masala Dosa, Poori Sagu, Onion Dosa, Single Vada, Cheese Masala Dosa, Idli, South Indian, Idli, Idli Vada, Single Idli Vada, Kesari Bath,90,80,70,90,80,90,50,60,110,70,80,50,110,50,50,90,75,50,90,50,74.25,257
319,https://www.zomato.com/bangalore/hotel-n-g-t-non-veg-vijay-nagar-bangalore/order,Hotel N.G.T Non Veg,4,100,Biryani, South Indian, Chinese,,,,,,https://www.zomato.com/bangalore/hotel-n-g-t-non-veg-vijay-nagar-bangalore/order,Koramangala,12.93470566,77.61609344,"  Recommended (24), Lunch (15), Starters (20)  ", Mutton Biryani, Chicken Biryani, Lemon Chicken, Chicken Pepper Dry, Boti Fry, Pudina Chicken, Mutton Fry, Mutton Chops, Chicken Ngt Special, Chicken Manchurian, Egg Biryani, Biryani Rice, Mutton Keema, Chicken Leg Piece [2 Pieces], Boneless Anjal Fish [Oil Fry], Chicken Sukka, Chicken Lollipop [6 Pieces], Thale Mutton Kurma, Boti Pepper Dry, White Rice,130,140,140,180,140,250,230,150,140,100,80,180,120,150,140,140,180,180,40,120,146.5,32
320,https://www.zomato.com/bangalore/gokul-veg-basavanagudi/order,Gokul Veg,4,100,North Indian, Chinese, Beverages, Desserts,,,,,https://www.zomato.com/bangalore/gokul-veg-basavanagudi/order,Basavanagudi,12.94421121,77.57101323,"Recommended (1), Soups and Salads (14), Starters (43)", Mushroom Noodles, Soups and Salads, Cream of Tomato Soup, Sweet Corn Soup, Veg Sweet Corn Soup, Veg Baby Corn Soup, Veg Clear Soup, Carrot Soup, Cream of Veg Soup, Cream of Mushroom Soup, Cream of Noodles Soup, Palak Spinach Soup, Veg Manchow Soup, Hot and Sour, Sweet Corn Manchow Soup, Mixed Vegetables, Starters, Paneer Tikka, Gobi Manchurian, Veg Ball Manchurian,181,106,112,112,112,99,112,112,112,112,126,112,112,112,92,272,173,173,173,212,136.35,"4,373"
323,https://www.zomato.com/bangalore/priyadarshini-veg-yeshwantpur-bangalore/order,Priyadarshini Veg,4.2,100,North Indian, South Indian, Chinese, Street Food, Shake, Beverages,,,https://www.zomato.com/bangalore/priyadarshini-veg-yeshwantpur-bangalore/order,Yeshwantpur,13.02303522,77.55678445," Biryani Combos (5) Genies Couple Buffet Box (4)""""""""",Tandoori Chicken," Genies Meat Platter"""""""""," Hawkers Relished Grilled Fish"""""""""," Genies Grill & Thrill (Non-Veg)""""""""", Crispy Fried Corn, Biryani Combos, Veg Biryani [ Serves 1 ], Chicken Biryani [ Serves-1 ], Biryani & Chicken Tikka [ Serves-1 ], Veg Biryani & Paneer Curry [ Serves-1 ], Chicken Biryani & Butter Chicken [ Serves-1 ]," Genies Couple Buffet Box"""""""""," Genies Couple Buffet Box (Veg)"""""""""," Genies Couple Buffet Box (Non-Veg)"""""""""," Genies Couple Buffet Box (Mix)"""""""""," Genies Grill & Thrill (Non-Veg)""""""""", Single Buffet Box," Genies Single Box (Veg)"""""""""," Genies Single Box (Mix)"""""""""," Genies Single Box (Non-Veg)""""""""",310,625,395,785,155,159,179,295,295,365,735,865,805,785,635,675,695,1015,1145,249,558.35,"1,317"
