Unique_id,Links,Name,Ratings,Price_for_one,Cuisine1,cuisine 2,cuisine 3,cuisine 4,cusine 5,cusine 6,cusine 7,cusine 8,Links2,Address,latitude,longitude,category,Dishes,Dishes2,Dishes3,Dishes4,Dishes5,Dishes6,Dishes7,Dishes8,Dishes9,Dishes10,Dishes11,Dishes12,Dishes13,Dishes14,Dishes15,Dishes16,Dishes17,Dishes18,Dishes19,Dishes20,Prices,Prices2,Prices3,Prices4,Prices5,Prices6,Prices7,Prices8,Prices9,Prices10,Prices11,Prices12,Prices13,Prices14,Prices15,Prices16,Prices17,Prices18,Prices19,Prices20,AVG_of_prices,Reviews
543,https://www.zomato.com/bangalore/lazeez-koramangala-5th-block/order,Lazeez,4,250,North Indian, Mughlai, Biryani, Kebab, Rolls,,,,https://www.zomato.com/bangalore/lazeez-koramangala-5th-block/order,Koramangala,12.93367571,77.61906702, Soups (13) Starters (44),Mutton Boti Fry, Chicken Pepper Dry, Palak Rice, Chicken Biryani, French Chicken, Chicken Lollipop, Egg Chilli, Chicken Tikka, Chicken Kabab, Afghani Special Chicken, Veg Biryani, Lemon Chicken, Guntur Chicken, Chinese Chicken Loliipop, Chicken Drums of Heaven, Chicken Tikka Masala, Pudina Chicken, Chicken Raja, Chicken Sukka, Butter Chicken,200,230,175,170,245,210,150,230,210,280,170,245,230,255,255,250,245,245,235,235,223.25,"6,068"
550,https://www.zomato.com/bangalore/uttara-karnataka-rotti-mane-basaveshwara-nagar/order,Uttara Karnataka Rotti Mane,3.8,250,South Indian,,,,,,,,https://www.zomato.com/bangalore/uttara-karnataka-rotti-mane-basaveshwara-nagar/order,Basaveshwara Nagar,12.9883328,77.53456067,"Recommended (11), Meals (8), South Indian (2)", Jowar Roti Sabji 2 Pieces , Akki Roti with Sabji and Rice Sambar, Kadak rotti jola, 2 Ragi Rotti with Sabji and Rice Sambar, Chapathi Sabji 2Pieces, Lime Rice with Chutney, Onion Bonda 4 Pieces, 2 Akki Roti with Sabji, Mirchi bajji, Hot Kai Holige, Curd Rice, Meals, Veg Meal, Lime Rice with Chutney, Rice Bath with Chutney, Curd Rice, White Rice with Sambar, 2 Ragi Rotti with Sabji and Rice Sambar, Akki Roti with Sabji and Rice Sambar, Chapati Meal,50,80,100,80,50,45,30,50,35,25,45,80,45,45,45,45,80,80,90,25,56.25,579
555,https://www.zomato.com/bangalore/beegara-mane-baaduta-vijay-nagar-bangalore/order,Beegara Mane Baaduta,3.7,200,South Indian, Chinese, Mughlai, Street Food,,,,,https://www.zomato.com/bangalore/beegara-mane-baaduta-vijay-nagar-bangalore/order,Vijay Nagar,12.97,77.54,"Recommended (32), Samovar Specials (9), Rice Combos (6)",[ Chicken Pothi Biryani, Thalassery Chicken Dum Biryani, Beef[buffalo] Pothi Biryani, Mini Chicken Biriyani [1 Piece] with Chicken Kebab [2 Pices], Beef Fry (Buffalo), Kotthu Poratta Beef[buffalo], Alleppy Chicken Curry [3 Pieces], Beef Roast (Buffalo), Kerala Chicken Curry [3 Pieces], Coconut Pudding, Kappa Biriyani Beef [buffalo], Beef Curry (Buffalo), Ghee Rice, Kerala Porotta, Biryani Rice, Chicken Stew, Egg Masala [2 Eggs], Beef Dry Fry (Buffalo), Egg Biryani, Puttu,230,220,240,210,230,225,180,255,185,110,245,235,130,32,150,180,135,265,160,80,184.85,23
558,https://www.zomato.com/bangalore/new-rajanna-military-hotel-rajajinagar-bangalore/order,New Rajanna Military Hotel,3.9,200,Biryani, South Indian,,,,,,,https://www.zomato.com/bangalore/new-rajanna-military-hotel-rajajinagar-bangalore/order,Rajajinagar,12.99,77.55,"Recommended (33), Grill and Alfaham (5), Soups (7)",[ Malabar Chicken Biryani, Shawarma Roll, Chicken Lollipop, Paneer Butter Masala, Kalmi Kabab, Chicken Kabab, Thalasseri Chicken Biriyani Full, Hyderabadi Chicken Biryani, Chilli Chicken, Alfaham Chicken, Rumali Roti, Shawaayi Barbeque Chicken, Special Plate Shawarma, Chicken Kothu Parotta, Chicken Tikka Masala, Ghee Biryani, Schezwan Chicken Fried Rice, Paneer Chilli, Paneer Manchurian, Aloo Paratha,179,99,149,159,99,159,179,199,190,430,30,480,229,149,220,89,170,159,150,60,178.9,162
559,https://www.zomato.com/bangalore/restaurant-1179-seshadripuram-bangalore/order,Restaurant 1179,4.1,200,North Indian, South Indian, Chinese, Continental, Italian, Street Food, Desserts, Beverages,https://www.zomato.com/bangalore/restaurant-1179-seshadripuram-bangalore/order,Seshadripuram,12.99,77.58,"Recommended (35), Sri Durga Specials (3), Chaat (20)",[ Masala Puri, Sev Puri, Pani Puri, Bhel Puri, Dahi Puri, Tikki Puri, Pav Bhaji, Classic Vada Pav, Nippat Bhel, Masala Samosa, Nippat Masala, Mushroom Pizza [7 inches], Tomato Masala, Veg Burger, Congress Masala, Churumuri, Gudbud Ice Cream, Aloo Puri, Lime Soda, Schezwan Vada Pav,50,50,50,50,55,50,70,55,55,50,55,100,50,70,50,50,90,55,37,55,57.35,182
560,https://www.zomato.com/bangalore/halal-pizza-1-rt-nagar-bangalore/order,Halal Pizza,4,200,Pizza, Fast Food,,,,,,,https://www.zomato.com/bangalore/halal-pizza-1-rt-nagar-bangalore/order,RT Nagar,13.024442,77.5962072, Soups (3) Starters (28),Afghani Chicken, Grilled Chicken, Kalmi Kabab, Chicken Biryani, Egg Fried Rice, Chicken Tikka Masala, Chicken Lollipop, Chicken Kabab, Biryani Rice, Paneer Lababdar, Chicken Fried Rice, Veg Fried Rice, Chicken Hot and Sour Soup, Chicken Manchow Soup, Jeera Rice, Rumali Roti, Gobi Chilli, Garlic Naan, Paneer Chilli, Chicken Curry,195,182,65,130,104,208,195,65,65,143,117,91,78,65,65,26,117,39,169,195,115.7,"1,841"
561,https://www.zomato.com/bangalore/gandhinagar-donne-biriyani-1-majestic-bangalore/order,Gandhinagar Donne Biriyani,4.1,200,Biryani, North Indian,,,,,,,https://www.zomato.com/bangalore/gandhinagar-donne-biriyani-1-majestic-bangalore/order,Majestic,12.97806479,77.57720377,"Recommended (9), Biryani (5), Meal (1)", Chicken Biryani, Egg Biryani, Chicken Biryani Meal, Mutton Biryani, Chicken Pepper Dry, Andhra Style Chilli Chicken, Chicken Kebab 5 Pieces, 2 Parotta, Mutton Dry, Biryani, Egg Biryani, Chicken Biryani, Mutton Biryani, Veg Kushka, Chicken Kushka, Meal, Chicken Biryani Meal, Starters, Chicken Kebab 5 Pieces, Andhra Style Chilli Chicken,150,120,249,240,150,150,150,60,240,120,150,240,120,120,249,150,150,150,150,240,167.4,276
565,https://www.zomato.com/bangalore/green-chilly-rajajinagar-bangalore/order,Green Chilly,4.2,100,North Indian, Chinese, Beverages, Shake,,,,,https://www.zomato.com/bangalore/green-chilly-rajajinagar-bangalore/order,Rajajinagar,13.00019102,77.5557062,"Recommended (26), Combos (3), Main Course (23)", Chilli Paneer, Roti with Curry, Veg Hyderabadi Biryani, Dry Paneer Garlic Pepper, Jeera Rice, Kaju Masala, Kadai Paneer, Paneer Butter Masala, Veg Fried Rice, Schezwan Fried Rice, Dry Mushroom Garlic Pepper, Paneer Biriyani, Veg Kolhapuri, Dal Fry, Palak Paneer, Paneer Fried Rice, Mushroom Manchurian, Chilli Mushroom, Roti, Dal Kichidi,170,90,120,180,90,200,180,180,90,100,160,120,150,120,160,120,140,150,30,100,132.5,"5,258"
569,https://www.zomato.com/bangalore/sagar-fast-food-koramangala-8th-block/order,Sagar Fast Food,4.1,100,South Indian, North Indian, Street Food, Chinese, Beverages, Shake,,,https://www.zomato.com/bangalore/sagar-fast-food-koramangala-8th-block/order,Koramangala,12.94,77.62,"Recommended (13), Lunch Box (26), Accompaniment (2)",[ Jowar Roti Lunch Box, Jowar Roti Combo, Jowar Rotti Meal For Two, Jowar Rotti Meal For Two Without Rice, Sambar [500 ml], Soppu Palya [250 Ml], Enne Badanekai Palya [250 Ml], Rice Meal Oota, Rasam [500 ml], Jowar Roti [2 Nos], Yennagai Curry [500 ml], Kaalu Palya [500ml], Jowar Roti-1 Piece, Lunch Box, Buttermilk [250 ml], Holige- 1 Piece, Enne Badanekai Palya [250 Ml], Jowar Roti [2 Nos], Jowar Roti Combo, Jowar Roti Lunch Box,215,160,385,335,65,100,105,98,60,60,155,150,30,40,38,105,60,160,215,100,131.8,"9,343"
571,https://www.zomato.com/bangalore/madurai-parotta-house-btm-bangalore/order,Madurai Parotta House,3.3,100,North Indian, South Indian, Chinese,,,,,,https://www.zomato.com/bangalore/madurai-parotta-house-btm-bangalore/order,BTM,12.92,77.61,"Recommended (16), Gravy (12), Dosai (10)",[ Chicken Chettinad Gravy, Curd Rice, Kulambu Kalaki, Egg Mass, Fish Kulambu, Pepper Chicken Gravy, Chicken Stuffed Dosa, Double Kalaki, Onion Dosa, Rasam (500 Ml), Full Boil, Sweet Lassi, Coke (250 Ml), Onion Omelette, Single Egg Bhurji, Aquafina Water (500 Ml), Gravy, Rasam (500 Ml), Puli Kulambu (500 Ml), Sambar (500 Ml),200,65,40,60,200,195,140,45,70,60,25,40,35,30,30,20,60,60,60,130,78.25,638
572,https://www.zomato.com/bangalore/chungs-chinese-corner-cunningham-road/order,Chung's Chinese Corner,4,100,Chinese, Asian, Seafood, Thai, Sichuan,,,,https://www.zomato.com/bangalore/chungs-chinese-corner-cunningham-road/order,Cunningham Road,12.98909499,77.59394813,"Recommended (30), Dessert (5), Salad (2)", Chicken Manchow Soup, Chicken Hot & Sour Soup, Dragon Chicken, Chicken Fried Rice, Crispy Chilly Chicken, Veg Fried Rice, Hunan Chicken, Veg Steamed Momo, Veg Spring Rolls, Prawn Fried Rice, Chicken Chowmien, Chicken Wonton Soup, Chicken Sweet Corn Soup, Fish Manchurian, Crispy Spinach Veg Baby Corn, Drums Of Heaven, Satay Chicken, Chicken Sesame Toast, Chilli Chicken, Peking Chicken,225,225,345,245,345,230,335,295,285,265,245,225,225,365,355,345,345,345,335,335,295.75,"1,197"
573,https://www.zomato.com/bangalore/karnataka-state-co-operative-fisheries-federation-mysore-jayanagar-bangalore/order,Karnataka State Co-Operative Fisheries Federation Mysore,4.1,100,Seafood,,,,,,,,https://www.zomato.com/bangalore/karnataka-state-co-operative-fisheries-federation-mysore-jayanagar-bangalore/order,Jayanagar,12.933177,77.580409,"Recommended (8), Combos (3), Meals (2)", Prawns Fry 100 grams, Bangada Rava Fry, Boneless Fish Kabab 100 grams, Anjal Rava Fry, Fish Kabab 100 grams, Mackerel Fry 1 Piece, Seer Fish Fry 1 Piece, Squid Fry, Combos, Fish Starters Combo 1 Serves 2, Fish Starters Combo 2 Serves 2, Seafood Combo 2 Serves 3, Meals, Fish Curry Rice, Mini Meal, Starters, Anjal Rava Fry, Lady Fish Fry, Bangada Rava Fry, Fish Kabab 100 grams,220,120,210,220,100,120,220,200,520,520,590,120,50,220,210,120,100,210,120,220,220.5,"1,073"
575,https://www.zomato.com/bangalore/limelight-royal-orchid-hotel-airport-road-bangalore/order,Limelight - Royal Orchid Hotel,3.7,100,Asian, Continental, North Indian, South Indian, Healthy Food, Beverages, Desserts,,https://www.zomato.com/bangalore/limelight-royal-orchid-hotel-airport-road-bangalore/order,Old Airport Road,12.96,77.64,"Recommended (18), Starters (6), Main Course (22)",[ Mutton Nihari, Mutton Seekh Kebab, Chicken Jahangiri, Chicken Korma, Mutton Firdausi Korma, Khamiri, Chicken Malai Tikka, Butter Chicken, Chicken Seekh Kebab, Garlic Naan, Mutton Keema, Mutton Burra, Boneless Butter Chicken, Rumali Roti, Mutton Biryani, Karim Roll, Shahi Paneer, Chicken Malai Tikka Roll, Starters, Paneer Tikka,290,295,280,270,280,50,380,440,240,115,490,475,470,45,350,295,365,290,340,520,314,"1,309"
577,https://www.zomato.com/bangalore/hao-chi-hbr-layout-bangalore/order,Hao Chi,3.8,200,Vietnamese, Chinese, Sichuan,,,,,,https://www.zomato.com/bangalore/hao-chi-hbr-layout-bangalore/order,HBR Layout,13.03,77.63,"Recommended (8), Special Combos (2), Ambur Dum Biryani (6)",[ Ambur Chicken Dum Biryani Combo, Ambur Special Chicken Dum Biryani [Serves 1], Ambur Chicken Dum Biryani [Serves 1], Kushka, Ambur Mutton Dum Biryani Combo, Ambur Chicken Kabab [6 Pieces], Ambur Egg Dum Biryani [Serves 1], Chilli Chicken [Serves 1], Special Combos, Ambur Chicken Dum Biryani Combo, Ambur Mutton Dum Biryani Combo, Ambur Dum Biryani, Ambur Egg Dum Biryani [Serves 1], Ambur Chicken Dum Biryani [Serves 1], Ambur Special Chicken Dum Biryani [Serves 1], Ambur Mutton Dum Biryani, Ambur Special Mutton Dum Biryani [Serves 1], Kushka, Starters, Paneer Chilli,201.75,171.75,164.25,111.75,285,157.5,141.75,157.5,201.75,285,141.75,164.25,171.75,261.75,269.25,111.75,141.75,157.5,157.5,158,180.64,"1,989"
579,https://www.zomato.com/bangalore/ashirvaad-grand-btm/order,Ashirvaad Grand,4,200,South Indian, Beverages,,,,,,,https://www.zomato.com/bangalore/ashirvaad-grand-btm/order,BTM,12.93,77.61,"Recommended (15), Croissants & Viennoiserie (6), Pull Apart Bagels (5)",[ Chocolate Frangipane Croissant, Dark Forest Cherry Cake (1/2 Kg), Trinity Dark Chocolate Ganache Pastry (Large), Pulled Chicken Croissant Sandwich (Hot), Frangipane Almond Croissant, Classic French Butter Croissant (2 Pc), Chocolate Cake Loaf (Eggless)," Dark Fantasys Dark Chocolate Mousse""""""""", Shredded Chicken & Cheese Pull Apart Garlicky Bagel, Pull-Apart Cheesy Garlicky Bagel, Indulgent Red Velvet Cream Cheese Pastry (Large), Chocolate Truffle Pastry (Large) [New Launch], Salted Caramel Chocolate Finger Brownie (Eggless), Soft Cheese n Peri Peri Swirls, Chilli Cheese Bagel Toastie, Croissants & Viennoiserie, Classic French Butter Croissant (2 Pc), Cinnamon Frangipane Croissant, Frangipane Almond Croissant, Chocolate Frangipane Croissant,297,887,343,338,243,247,467,231,389,348,343,269,130,200,165,247,273,243,297,150,305.35,"3,832"
581,https://www.zomato.com/bangalore/sri-udupi-sagar-btm-bangalore/order,Sri Udupi Sagar,4.2,200,South Indian, Chinese,,,,,,,https://www.zomato.com/bangalore/sri-udupi-sagar-btm-bangalore/order,BTM,12.91958564,77.61310883, Daily Combos (20) Meals (4),Chicken Rice Thali Combo, Chicken Paratha Thali Combo, Rohu Fish Curry [2 Pieces], Rohu Fish Fry [2 Pieces], Chicken Roti Thali Combo, Fish Thali Combo, Plain White Rice, Prawns Fry [8 Pieces], Chicken Curry [5 Pieces, 500 ml], Chicken Curry [Half, 3 Pieces, 250 ml], Aloo Chokha, Mini Veg Thali Combo, Kadhi Chawal Combo, Brinjal Fry [Baigan Bhaja], Rice Thali Combo, Roti Pack [Pack of 5 Phulka], Paratha Egg Bhurji Combo,205,205,181,171,205,251,81,215,215,155,75,125,185,75,125,90,185,105,151,265,163.25,"1,173"
585,https://www.zomato.com/bangalore/have-more-1-new-bel-road/order,Have More,3.7,200,North Indian, Chinese, Beverages, Desserts,,,,,https://www.zomato.com/bangalore/have-more-1-new-bel-road/order,New BEL Road,13.02714088,77.57178571,"Recommended (31), Combos (18), Soups (7)", Tawa Chicken, Tandoori Chicken, Tandoori Afghani Chicken, Kali Dal Makhani, Tandoori Paneer Tikka, Methi Malai Paneer, Butter Chicken, Chicken Tikka, Chicken Malai Tikka, Butter Naan, Boneless Butter Chicken, Dahi Bhalla, Chicken Kalmi Kabab, Kaju with Paneer Masala, Gajar ka Halwa, Matar Paneer, Paneer Tikka Masala, Sarson ka Saag, Amritsari Aloo Stuffed Kulcha, Paneer Manchurian,160,145,155,245,255,305,155,245,249,59,170,85,155,310,205,290,290,275,90,259,205.1,"3,153"
592,https://www.zomato.com/bangalore/sri-maruthi-gowdas-military-hotel-majestic-bangalore/order,Sri Maruthi Gowda's Military Hotel,4.3,450,South Indian,,,,,,,,https://www.zomato.com/bangalore/sri-maruthi-gowdas-military-hotel-majestic-bangalore/order,Majestic,12.98,77.58,"Recommended (35), Biryanis (12), Meals and Combos (12)",[ Boneless Chicken Biryani, Boneless Andhra Special Biryani, Chicken Dum Biryani, Boneless Pepper Chicken, Veg Biryani, Boneless Chicken Majestic, Egg Biryani, Biryani Rice, Chicken Lollipop, Chilli Mushroom, Chicken Curry [200 ml] Combo, Baby Corn Manchurian, Chilli Paneer, Mushroom Masala, Paneer Pepper Dry, Veg Curry [200 ml] Combo, Buttermilk, Egg Fried Rice, Mushroom Curry [200 ml] Combo, Chicken Drumsticks,256.5,256.5,247.5,224.1,206.1,224.1,242.1,189,224.1,202.5,251.1,233.1,211.5,251.1,202.5,179.1,89.1,265.5,251.1,233,221.99,679
593,https://www.zomato.com/bangalore/juice-junction-1-basavanagudi-bangalore/order,Juice Junction,4.3,450,Beverages, Juices, Fast Food, Shake,,,,,https://www.zomato.com/bangalore/juice-junction-1-basavanagudi-bangalore/order,Basavanagudi,12.94341262,77.56783046, Juices (20) Paratha Wheet (7),Fruit Bowl, Butter Fruit Milkshake, Fruit Salad with Custard, Veg Cheese Grilled Sandwich, Pomegranate Juice, Carrot Juice, Schezwan Rice, Schezwan noodles, Veg noodles, Mushroom Fried Rice, Paneer Paratha, Watermelon Juice, Papaya Milkshake, Veg Fried Rice, ABC Juice [250 ml], Arabian Grapes Juice, Paneer Cheese Grilled Sandwich, Paneer Fried Rice, Baby corn Manchurian, Potato Cheese Grilled Sandwich,61,73,67,73,61,61,75,75,70,70,70,43,43,60,60,43,85,75,70,73,65.4,"1,633"
596,https://www.zomato.com/bangalore/fresh-bites-indiranagar-bangalore/order,Fresh Bites,3.7,450,North Indian, Chinese, Desserts,,,,,,https://www.zomato.com/bangalore/fresh-bites-indiranagar-bangalore/order,Indiranagar,12.97423308,77.6359522,"Recommended (35), Combos (14), All-day Breakfast (13)", Chapati (4 pcs) + Egg Bhurji, Chicken Kebab (8 pcs), Chicken Donne Biryani + Kebab (2 pcs) + Coke (250 ml), Chicken Dum Biryani, Chicken Lollipop (6 pcs), Egg Masala Served with Choice of Rice, Chicken Fried Rice, Kerala Parotta (2 pcs) + Chicken Kebab (4 pcs) + Chicken Masala, Chicken Noodles, Chapati (4 pcs) + Dal + Chicken Masala, Chicken Masala, Mini Chicken Biryani, Desi Pepper Chicken, Paneer Butter Masala, Chapati, Chapati (4 pcs) Served With Chole And Dal, Chicken Donne Biryani, Gulab Jamun (3 pcs) with Vanilla Ice Cream, Classic Chole Bhature (2 pcs), Boneless Chicken Biryani,120,199,199,175,199,169,169,199,175,169,99,120,199,99,49,150,150,99,125,199,153.1,943
605,https://www.zomato.com/bangalore/plan-b-brigade-road/order,Plan B,4.3,200,American, Continental, Bar Food, Chinese, Fast Food, Pizza, Burger, Beverages,https://www.zomato.com/bangalore/plan-b-brigade-road/order,Brigade Road,12.9696394,77.60653272, Meals Combos (7) Break Fast Combos (1),Chicken Biryani, Biryani Rice, Mutton Biryani, Chicken Kabab, Egg Masala, Mutton Masala, Nati Koli Kurma, Chilly Chicken, Egg Fried Rice, Nati Koli Pepper Dry, Mutton Fry, Lunch Parota Meals Combo, Boti Fry, Lunch Chicken Meals Combo, Chicken Masala, Ragi Mudde (1 Pc), White Rice, Plain Soup (Single), Omelette, Boiled Egg,150,90,255,90,80,250,250,175,100,250,245,225,215,210,180,25,45,30,60,15,147,19
606,https://www.zomato.com/bangalore/tandoori-knight-banashankari/order,Tandoori Knight,4,200,North Indian, Chinese,,,,,,,https://www.zomato.com/bangalore/tandoori-knight-banashankari/order,Banashankari,12.92562266,77.56418701, Starters (5) Chinese Dishes (1),Peri Peri French Fries, Paneer Tikka Pizza, Cheesy Peri Peri French Fries, Crazy Paneer Burger, Cheese Salsa Nachos, Cheese Burst Pizza, Exotic Veg Burger, Choco Frappe Cold Coffee, Masala French Fries, Spring Rolls, Hazelnut Frappe Cold Coffee, Step Special Burger, Exotic Veg Grilled Sandwich, Strawberry Mojito, Jalapeno Pepper, Step Special Choco Blast Milkshake, Maggi, Starters, Classic French Fries, Masala French Fries,85,135,85,125,80,155,125,80,85,85,80,125,90,85,85,80,65,85,85,85,95.25,"4,318"
614,https://www.zomato.com/bangalore/little-italy-indiranagar/order,Little Italy,3.6,150,Italian, Shake, Beverages, Desserts,,,,,https://www.zomato.com/bangalore/little-italy-indiranagar/order,Indiranagar,12.96645219,77.64168978, Mithai Cakes (2) Cakes (18),Choco Chips Cake, Black Forest Cake, Pineapple Cake, Butterscotch Cake, Rasmalai Cake, Belgium Chocolate Cake, Mithai Cakes, Gulab jamoon cake, Rasmalai Cake, Cakes, Pineapple Heart Cake, Heart Shape Black Forest Cake, Pineapple Cake, Butterscotch Cake, Blackcurrant Cake, Black Forest Cake, Choco Fantasy Cake, Strawberry Cake, Chocolate Truffle, Chocolate Oreo Cake,430,380,350,380,550,430,400,550,400,400,350,380,380,380,380,350,470,400,470,430,413,"7,303"
620,https://www.zomato.com/bangalore/holy-smoke-btm-bangalore/order,Holy Smoke,3.9,150,North Indian, Mughlai, Chinese, Shawarma, Biryani, Beverages,,,https://www.zomato.com/bangalore/holy-smoke-btm-bangalore/order,BTM,12.91028801,77.60983016,"Recommended (30), Soup (7), Starters (21)", Peri Peri Al Faham Chicken, Gobi Manchurian, Chicken Al Faham, Al Faham Combo, Chicken Biryani, Chicken Tikka, Butter Chicken, Fiery Chicken Wings, Honey Chilli Wings 6 Pieces, Chicken Lollipop, Crispy Tossed Chicken, Crispy Chicken Wings, Chicken 65 Dry, Chilli Chicken Dry, Chicken Rara, Clasic Shawarma, Paneer Lababdar, Chicken Manchow Soup, Chicken Changezi, Chicken Meat Shawarma,250,180,230,260,160,180,160,210,210,200,210,200,190,190,220,80,190,150,220,130,191,"2,299"
624,https://www.zomato.com/bangalore/sri-maruthi-miltry-hotel-rajajinagar/order,Sri Maruthi Miltry Hotel,3.7,200,South Indian, Biryani, Chinese,,,,,,https://www.zomato.com/bangalore/sri-maruthi-miltry-hotel-rajajinagar/order,Rajajinagar,13.00028673,77.55250901, Chole Bhature (4) Paratha (23),Punjabi Chole Bhature, Chole Bhature [2 Bhature], Kadai Paneer with 4 butter roti, Paneer Bhurji With Puri [4 Piece], Paneer Butter Masala With 4 Butter Roti, Paneer Bhurji With 3 Plain Paratha, Bhindi With 4 Butter Roti, Chole With 3 Plain Paratha, Chole Poori, Chole Chawal, Rajma Masala With 4 Butter Roti, Gobhi Manchurian, Paneer Bhurji With 4 Butter Roti, Paneer Onion Paratha, 4 Puri With Aloo Gravy, Rajma Chawal, Chole With 4 Butter Roti, Samosa [3 Pieces], Onion Pakoda, Aloo Gravy with 2 Aloo Onion Paratha,130,120,115,120,115,149.5,105,120,110,99.5,99.5,140,140,135,110,110,105,70,130,120,117.18,"2,200"
625,https://www.zomato.com/bangalore/the-betel-leaf-co-originally-from-bangalore-seshadripuram-bangalore/order,The Betel Leaf Co - Originally from Bangalore,4.4,200,Paan, Desserts,,,,,,,https://www.zomato.com/bangalore/the-betel-leaf-co-originally-from-bangalore-seshadripuram-bangalore/order,Seshadripuram,12.9925831,77.5778683, Winter Special (3) Make Your Own Meal (1),Make Your Own Meal, Egg Curry with Rotis or Rice, Kadhai Paneer with Rotis or Rice, Raseela Rajma Chawal, Aloo Jeera Meal, Matar Paneer with Rotis or Rice, Palak Paneer with Rotis or Rice, Railway Chicken Curry with Rotis or Rice, Sarson Ka Saag with Makki Ki Roti, Kadhai Paneer & Maah Ki dal with Rotis or Rice, Tawa Roti (2 Pcs), Egg Bhurji with Rotis or Rice, Chicken Curry Meal, Palak Paneer Meal, Yellow Dal Tadka, Gulab Jamun ( 2 Pcs ), Chicken Tawa Pulao Bowl, Mixed Veg Meal, Chatpate Chole Chawal, Mixed Veg & Yellow Dal with Rotis or Rice,150,160,185,160,185,195,195,175,225,235,32,155,260,250,90,75,255,250,170,210,180.6,811
